disease, disease_url, summary
End of Life Issues,https://medlineplus.gov/endoflifeissues.html,Planning for the end of life can be difficult.  But by deciding what end-of-life care best suits your needs when you are healthy; you can help those close to you make the right choices when the time comes.End-of-life planning usually includes making choices about the following:The goals of care (for example; whether to use certain medicines during the last days of life)Where you want to spend your final daysWhich treatments for end-of-life care you wish to receiveWhat type of palliative care and hospice care you wish to receiveAdvance directives can help make your wishes clear to your family and health care providers.
Biodefense and Bioterrorism,https://medlineplus.gov/biodefenseandbioterrorism.html,A bioterrorism attack is the deliberate release of viruses; bacteria; or other germs to cause illness or death. These germs are often found in nature. But they can sometimes be made more harmful by increasing their ability to cause disease; spread; or resist medical treatment.Biological agents spread through the air; water; or in food. Some can also spread from person to person. They can be very hard to detect. They don't cause illness for several hours or days. Scientists worry that anthrax; botulism; Ebola and other hemorrhagic fever viruses; plague; or smallpox could be used as biological agents.Biodefense uses medical measures to protect people against bioterrorism. This includes medicines and vaccinations. It also includes medical research and preparations to defend against bioterrorist attacks.Centers for Disease Control and Prevention
Testicular Cancer,https://medlineplus.gov/testicularcancer.html,Testicles; or testes; make male hormones and sperm. They are two egg-shaped organs inside the scrotum; the loose sac of skin behind the penis.  You can get cancer in one or both testicles.Testicular cancer mainly affects young men between the ages of 20 and 39. It is also more common in men whoHave had abnormal testicle developmentHave had an undescended testicleHave a family history of the cancerSymptoms include pain; swelling; or lumps in your testicles or groin area. Doctors use a physical exam; lab tests; imaging tests; and a biopsy to diagnose testicular cancer. Most cases can be treated; especially if found early. Treatment options include surgery; radiation; and/or chemotherapy. Regular exams after treatment are important.Treatments may also cause infertility. If you may want children later on; you should consider sperm banking before treatment.NIH: National Cancer Institute
Testicular Disorders,https://medlineplus.gov/testiculardisorders.html,Testicles; or testes; make male hormones and sperm. They are two egg-shaped organs inside the scrotum; the loose sac of skin behind the penis. It's easy to injure your testicles because they are not protected by bones or muscles. Men and boys should wear athletic supporters when they play sports.  You should examine your testicles monthly and seek medical attention for lumps; redness; pain or other changes. Testicles can get inflamed or infected. They can also develop cancer. Testicular cancer is rare and highly treatable. It usually happens between the ages of 15 and 40.
Tetanus,https://medlineplus.gov/tetanus.html,Tetanus is a serious illness caused by Clostridium bacteria. The bacteria live in soil; saliva; dust; and manure. The bacteria can enter the body through a deep cut; like those you might get from stepping on a nail; or through a burn.The infection causes painful tightening of the muscles; usually all over the body. It can lead to "locking" of the jaw. This makes it impossible to open your mouth or swallow. Tetanus is a medical emergency. You need to get treatment in a hospital.A vaccine can prevent tetanus.  It is given as a part of routine childhood immunization. Adults should get a tetanus shot; or booster; every 10 years. If you get a bad cut or burn; see your doctor - you may need a booster. Immediate and proper wound care can prevent tetanus infection.
Tetanus, Diphtheria, and Pertussis Vaccines,https://medlineplus.gov/tetanusdiphtheriaandpertussisvaccines.html,Tetanus; diphtheria; and pertussis (whooping cough) are serious bacterial infections. Tetanus causes painful tightening of the muscles; usually all over the body. It can lead to "locking" of the jaw. Diphtheria usually affects the nose and throat. Whooping cough causes uncontrollable coughing. Vaccines can protect you from these diseases. In the U.S.; there are four combination vaccines:DTaP prevents all three diseases. It is for children younger than seven years old.Tdap also prevents all three. It is for older children and adults.DT prevents diphtheria and tetanus. It is for children younger than seven who cannot tolerate the pertussis vaccine.Td prevents diphtheria and tetanus. It is for older children and adults. It is usually given as a booster dose every 10 years. You may also get it earlier if you get a severe and dirty wound or burn.Some people should not get these vaccines; including those who have had severe reactions to the shots before. Check with your doctor first if you have seizures; a neurologic problem; or Guillain-Barre syndrome. Also let your doctor know if you don't feel well the day of the shot; you may need to postpone it.Centers for Disease Control and Prevention
Thalassemia,https://medlineplus.gov/thalassemia.html,Thalassemias are inherited blood disorders. If you have one; your body makes fewer healthy red blood cells and less hemoglobin. Hemoglobin is a protein that carries oxygen to the body. That leads to anemia. Thalassemias occur most often among people of Italian; Greek; Middle Eastern; Southern Asian; and African descent.Thalassemias can be mild or severe. Some people have no symptoms or mild anemia. The most common severe type in the United States is called Cooley's anemia. It usually appears during the first two years of life. People with it may have severe anemia; slowed growth and delayed puberty; and problems with the spleen; liver; heart; or bones.Doctors diagnose thalassemias using blood tests. Treatments include blood transfusions and treatment to remove excess iron from the body. If you have mild symptoms or no symptoms; you may not need treatment. In some severe cases; you may need a bone marrow transplant.NIH: National Heart; Lung; and Blood Institute
B Vitamins,https://medlineplus.gov/bvitamins.html,The B vitamins are  B1 (thiamine) B2 (riboflavin) B3 (niacin) B5 (pantothenic acid) B6 B7 (biotin) B12 Folic acid  These vitamins help the process your body uses to get or make energy from the food you eat. They also help form red blood cells.  You can get B vitamins from proteins such as fish; poultry; meat; eggs; and dairy products.  Leafy green vegetables; beans; and peas also have B vitamins.  Many cereals and some breads have added B vitamins. Not getting enough of certain B vitamins can cause diseases.  A lack of B12 or B6 can cause anemia.
Dehydration,https://medlineplus.gov/dehydration.html,When you're dehydrated; your body doesn't have enough fluid and electrolytes to work properly. An average person on an average day needs about 3 quarts of water. But if you're out in the hot sun or are exercising a lot; you need a lot more than that. You can also become dehydrated if you are vomiting; have diarrhea; or are sweating a lot. People who are elderly; very young; taking certain medications; or have a chronic illness have a greater risk.Signs of dehydration in adults includeBeing thirstyUrinating less often than usualDark-colored urineDry skinFeeling tiredDizziness and faintingSigns of dehydration in babies and young children include a dry mouth and tongue; crying without tears; no wet diapers for 3 hours or more; a high fever and being unusually sleepy or drowsy.If you think you're dehydrated; drink small amounts of water over a period of time. Drinking too much all at once can overload your stomach and make you throw up. If you are exercising in the heat and losing a lot of minerals in sweat; sports drinks can be helpful. Avoid any drinks that have caffeine.NIH: National Institutes of Health
Pleural Disorders,https://medlineplus.gov/pleuraldisorders.html,Your pleura is a large; thin sheet of tissue that wraps around the outside of your lungs and lines the inside of your chest cavity. Between the layers of the pleura is a very thin space. Normally it's filled with a small amount of fluid. The fluid helps the two layers of the pleura glide smoothly past each other as your lungs breathe air in and out.Disorders of the pleura includePleurisy - inflammation of the pleura that causes sharp pain with breathingPleural effusion - excess fluid in the pleural spacePneumothorax - buildup of air or gas in the pleural spaceHemothorax - buildup of blood in the pleural spaceMany different conditions can cause pleural problems. Viral infection is the most common cause of pleurisy. The most common cause of pleural effusion is congestive heart failure. Lung diseases; like COPD; tuberculosis; and acute lung injury; cause pneumothorax. Injury to the chest is the most common cause of hemothorax. Treatment focuses on removing fluid; air; or blood from the pleural space; relieving symptoms; and treating the underlying condition.NIH: National Heart; Lung; and Blood Institute
Aortic Aneurysm,https://medlineplus.gov/aorticaneurysm.html,An aneurysm is a bulge or "ballooning" in the wall of an artery. Arteries are blood vessels that carry oxygen-rich blood from the heart to other parts of the body. If an aneurysm grows large; it can burst and cause dangerous bleeding or even death.Most aneurysms are in the aorta; the main artery that runs from the heart through the chest and abdomen.There are two types of aortic aneurysm:Thoracic aortic aneurysms (TAA) - these occur in the part of the aorta running through the chestAbdominal aortic aneurysms (AAA) - these occur in the part of the aorta running through the abdomenMost aneurysms are found during tests done for other reasons. Some people are at high risk for aneurysms. It is important for them to get screening; because aneurysms can develop and become large before causing any symptoms. Screening is recommended for people between the ages of 65 and 75 if they have a family history; or if they are men who have smoked. Doctors use imaging tests to find aneurysms. Medicines and surgery are the two main treatments.NIH: National Heart; Lung; and Blood Institute
Chest Injuries and Disorders,https://medlineplus.gov/chestinjuriesanddisorders.html,The chest is the part of the body between your neck and your abdomen.  It includes the ribs and breastbone.  Inside your chest are several organs; including the heart; lungs; and esophagus. The pleura; a large thin sheet of tissue; lines the inside of the chest cavity.Chest injuries and disorders includeHeart diseasesLung diseases and collapsed lungPleural disordersEsophagus disordersBroken ribsThoracic aortic aneurysmsDisorders of the mediastinum; the space between the lungs; breastbone; and spine
Thoracic Outlet Syndrome,https://medlineplus.gov/thoracicoutletsyndrome.html,Thoracic outlet syndrome (TOS) causes pain in the shoulder; arm; and neck. It happens when the nerves or blood vessels just below your neck are compressed; or squeezed. The compression can happen between the muscles of your neck and shoulder or between the first rib and collarbone. You may feel burning; tingling; and numbness along your arm; hand; and fingers. If a nerve is compressed; you may also feel weakness in your hand. If a vein is compressed; your hand might be sensitive to cold; or turn pale or bluish. Your arm might swell and tire easily.TOS is more common in women.  It usually starts between 20 and 50 years of age.  Doctors do nerve and imaging studies to diagnose it.There are many causes of TOS; includingInjuryAnatomical defectsTumors that press on nervesPoor posture that causes nerve compressionPregnancyRepetitive arm and shoulder movements and activity; such as from playing certain sportsTreatment depends on what caused your TOS. Medicines; physical therapy; and relaxation might help. Surgery may also be an option. Most people recover.NIH: National Institute of Neurological Disorders and Stroke
Rubella,https://medlineplus.gov/rubella.html,Rubella is an infection caused by a virus. It is usually mild with fever and a rash. About half of the people who get rubella do not have symptoms. If you do get them; symptoms may includeA rash that starts on the face and spreads to the bodyMild feverAching joints; especially in young womenSwollen glandsRubella is most dangerous for a pregnant woman's baby. It can cause miscarriage or birth defects.Rubella spreads when an infected person coughs or sneezes. People without symptoms can still spread it. There is no treatment; but the measles-mumps-rubella (MMR) vaccine can prevent it.Centers for Disease Control and Prevention
Throat Cancer,https://medlineplus.gov/throatcancer.html,Throat cancer is a type of head and neck cancer. Throat cancer has different names; depending on which part of the throat is affected. The different parts of your throat are called the oropharynx; the hypopharynx; the nasopharynx; and the larynx; or voice box.The main risk factors for throat cancer are using tobacco heavy drinking. Certain types of throat cancer also have other risk factors. For example; having HPV is a risk factor for oropharyngeal cancer.Symptoms of throat cancer may includeA sore throat that does not go awayA lump in the neckPain or ringing in the earsTrouble swallowingEar painTo diagnose throat cancers; doctors may do a physical exam and history; imaging tests; and a biopsy. You may also need other tests; depending on the type of cancer. Treatments include surgery; radiation therapy; and chemotherapy. Treatment for some types of throat cancer may also include targeted therapy. Targeted therapy uses substances that attack cancer cells without harming normal cells.NIH: National Cancer Institute
Throat Disorders,https://medlineplus.gov/throatdisorders.html,Your throat is a tube that carries food to your esophagus and air to your windpipe and larynx. The technical name for your throat is the pharynx. Throat problems are common. You've probably had a sore throat. The cause is usually a viral infection; but other causes include allergies; infection with strep  bacteria or the leaking of stomach acids back up into the esophagus; called GERD. Other problems that affect the throat includeTonsillitis - inflammation of the tonsilsCancer Croup - inflammation; usually in small children; which causes a barking coughLaryngitis - swelling of the voice box; which can cause a hoarse voice or loss of voiceMost throat problems are minor and go away on their own. Treatments; when needed; depend on the problem.
Platelet Disorders,https://medlineplus.gov/plateletdisorders.html,Platelets are little pieces of blood cells. Platelets help wounds heal and prevent bleeding by forming blood clots. Your bone marrow makes platelets.  Problems can result from having too few or too many platelets; or from platelets that do not work properly.If your blood has a low number of platelets; it is called thrombocytopenia. This can put you at risk for mild to serious bleeding.   If your blood has too many platelets; you may have a higher risk of blood clots.  With other platelet disorders; the platelets do not work as they should.  For example; in von Willebrand Disease; the platelets cannot stick together or cannot attach to blood vessel walls.  This can cause excessive bleeding.  Treatment of platelet disorders depends on the cause.  NIH: National Heart; Lung; and Blood Institute
Blood Clots,https://medlineplus.gov/bloodclots.html,Normally; if you get hurt; your body forms a blood clot to stop the bleeding. After the bleeding stops and healing takes place; your body usually breaks down and removes the clot. But some people get too many clots or their blood clots abnormally. Many conditions can cause the blood to clot too much or prevent blood clots from dissolving properly.Risk factors for excessive blood clotting includeCertain genetic disordersAtherosclerosisDiabetesAtrial fibrillationOverweight; obesity; and metabolic syndromeSome medicinesSmokingStaying in one position for a long time; such as being in the hospital or taking a long car or plane rideCancer and cancer treatmentsBlood clots can form in; or travel to; the blood vessels in the brain; heart; kidneys; lungs; and limbs. A clot in the veins deep in the limbs is called deep vein thrombosis (DVT). DVT usually affects the deep veins of the legs. If a blood clot in a deep vein breaks off and travels through the bloodstream to the lungs and blocks blood flow; it is called a pulmonary embolism. Other complications of blood clots include stroke; heart attack; kidney problems; kidney failure; and pregnancy-related problems.Treatments for blood clots include blood thinners and other medicines.
Yeast Infections,https://medlineplus.gov/yeastinfections.html,Candida is the scientific name for yeast. It is a fungus that lives almost everywhere; including in your body. Usually; your immune system keeps yeast under control. If you are sick or taking antibiotics; it can multiply and cause an infection. Yeast infections affect different parts of the body in different ways: Thrush is a yeast infection that causes white patches in your mouth Candida esophagitis is thrush that spreads to your esophagus; the tube that takes food from your mouth to your stomach. It can make it hard or painful to swallow. Women can get vaginal yeast infections; causing vaginitisYeast infections of the skin cause itching and rashes Yeast infections in your bloodstream can be life-threatening Antifungal medicines get rid of yeast infections in most people. If you have a weak immune system; treatment might be more difficult.
Finger Injuries and Disorders,https://medlineplus.gov/fingerinjuriesanddisorders.html,You use your fingers and thumbs to do everything from grasping objects to playing musical instruments to typing. When there is something wrong with them; it can make life difficult. Common problems includeInjuries that result in fractures; ruptured ligaments and dislocationsOsteoarthritis - wear-and-tear arthritis. It can also cause deformity.Tendinitis - irritation of the tendonsDupuytren's contracture - a hereditary thickening of the tough tissue that lies just below the skin of your palm. It causes the fingers to stiffen and bend.Trigger finger - an irritation of the sheath that surrounds the flexor tendons. It can cause the tendon to catch and release like a trigger.
Thymus Cancer,https://medlineplus.gov/thymuscancer.html,The thymus is a small organ in your upper chest; under your breastbone. Before birth and during childhood; the thymus helps the body make a type of white blood cell. These cells help protect you from infections. Cancer of the thymus is rare. You are more likely to get it if you have other diseases such as myasthenia gravis; lupus or rheumatoid arthritis. Sometimes there are no symptoms.  Other times; thymus cancer can causeA cough that doesn't go away Chest painTrouble breathingDoctors use a physical exam; imaging tests; and a biopsy to diagnose thymus cancer. The most common treatment is surgery to remove the tumor. Other options include radiation therapy; chemotherapy; and hormone therapy.NIH: National Cancer Institute
Thyroid Cancer,https://medlineplus.gov/thyroidcancer.html,Your thyroid is a butterfly-shaped gland in your neck; just above your collarbone.  It makes hormones that help the body work normally. There are several types of cancer of the thyroid gland. You are at greater risk if youAre between ages 25 and 65Are a womanAre AsianHave a family member who has had thyroid diseaseHave had radiation treatments to your head or neckYou should see a doctor if you have a lump or swelling in your neck. Doctors use a physical exam; thyroid tests; other blood and imaging tests; and a biopsy to diagnose thyroid cancer. Treatment depends on the type of cancer you have and how far the cancer has spread. Many patients receive a combination of treatments. They may include surgery; radioactive iodine; hormone treatment; radiation therapy; chemotherapy; or targeted therapy.  Targeted therapy uses substances that attack cancer cells without harming normal cells.NIH: National Cancer Institute
Thyroid Diseases,https://medlineplus.gov/thyroiddiseases.html,Your thyroid is a butterfly-shaped gland in your neck; just above your collarbone.  It is one of your endocrine glands; which make hormones.  Thyroid hormones control the rate of many activities in your body. These include how fast you burn calories and how fast your heart beats. All of these activities are your body's metabolism.Thyroid problems includeGoiter - enlargement of the thyroid glandHyperthyroidism - when your thyroid gland makes more thyroid hormones than your body needsHypothyroidism - when your thyroid gland does not make enough thyroid hormonesThyroid cancerThyroid nodules - lumps in the thyroid glandThyroiditis - swelling of the thyroidTo diagnose thyroid diseases; doctors use a medical history; physical exam; and thyroid tests. They sometimes also use a biopsy. Treatment depends on the problem; but may include medicines; radioiodine therapy; or thyroid surgery.Dept. of Health and Human Services Office on Women's Health
Thyroid Tests,https://medlineplus.gov/thyroidtests.html,Your thyroid is a butterfly-shaped gland in your neck; just above your collarbone. It is one of your endocrine glands; which make hormones. Thyroid hormones control the rate of many activities in your body. They include how fast you burn calories and how fast your heart beats. Thyroid tests check how well your thyroid is working. They are also used to diagnose and help find the cause of thyroid diseases such as hyperthyroidism and hypothyroidism. Thyroid tests include blood tests and imaging tests.Blood tests for your thyroid includeTSH - measures thyroid-stimulating hormone. It is the most accurate measure of thyroid activity.T3 and T4 - measure different thyroid hormones.TSI - measures thyroid-stimulating immunoglobulin.Antithyroid antibody test - measures antibodies (markers in the blood).Imaging tests include CT scans; ultrasound; and nuclear medicine tests. One type of nuclear medicine test is the thyroid scan. It uses small amounts of radioactive material to create a picture of the thyroid; showing its size; shape; and position. It can help find the cause of hyperthyroidism and check for thyroid nodules (lumps in the thyroid). Another nuclear test is the radioactive iodine uptake test; or thyroid uptake test. It checks how well your thyroid is working and can help find the cause of hyperthyroidism. NIH: National Institute of Diabetes and Digestive and Kidney Diseases
Hyperthyroidism,https://medlineplus.gov/hyperthyroidism.html,Your thyroid is a butterfly-shaped gland in your neck; just above your collarbone. It is one of your endocrine glands; which make hormones. Thyroid hormones control the rate of many activities in your body. These include how fast you burn calories and how fast your heart beats. All of these activities are your body's metabolism. If your thyroid is too active; it makes more thyroid hormones than your body needs. This is called hyperthyroidism.Hyperthyroidism is more common in women; people with other thyroid problems; and those over 60 years old. Graves' disease; an autoimmune disorder; is the most common cause.  Other causes include thyroid nodules; thyroiditis; consuming too much iodine; and taking too much synthetic thyroid hormone.The symptoms can vary from person to person.  They may includeBeing nervous or irritableMood swingsFatigue or muscle weaknessHeat intoleranceTrouble sleepingHand tremorsRapid and irregular heartbeatFrequent bowel movements or diarrheaWeight lossGoiter; which is an enlarged thyroid that may cause the neck to look swollenTo diagnose hyperthyroidism; your doctor will do a physical exam; look at your symptoms; and do thyroid tests. Treatment is with medicines; radioiodine therapy; or thyroid surgery. No single treatment works for everyone.NIH: National Institute of Diabetes and Digestive and Kidney Diseases
Transient Ischemic Attack,https://medlineplus.gov/transientischemicattack.html,A transient ischemic attack (TIA) is a stroke lasts only a few minutes. It happens when the blood supply to part of the brain is briefly blocked. Symptoms of a TIA are like other stroke symptoms; but do not last as long. They happen suddenly; and includeNumbness or weakness; especially on one side of the bodyConfusion or trouble speaking or understanding speechTrouble seeing in one or both eyesDifficulty walkingDizzinessLoss of balance or coordinationMost symptoms of a TIA disappear within an hour; although they may last for up to 24 hours. Because you cannot tell if these symptoms are from a TIA or a stroke; you should go to the hospital right away.TIAs are often a warning sign for future strokes. Taking medicine; such as blood thinners; may reduce your risk of a stroke. Your doctor might also recommend surgery. You can also help lower your risk by having a healthy lifestyle. This includes not smoking; not drinking too much; eating a healthy diet; and exercising. It is also important to control other health problems; such as high blood pressure and cholesterol.NIH: National Institute of Neurological Disorders and Stroke
Trigeminal Neuralgia,https://medlineplus.gov/trigeminalneuralgia.html,Trigeminal neuralgia (TN) is a type of chronic pain that affects your face. It causes extreme; sudden burning or shock-like pain. It usually affects one side of the face. Any vibration on your face; even from talking; can set it off. The condition may come and go; disappearing for days or even months. But the longer you have it; the less often it goes away.TN usually affects people over 50; especially women. The cause is probably a blood vessel pressing on the trigeminal nerve; one of the largest nerves in the head. Tumors and multiple sclerosis can also cause TN; but in some cases the cause is unknown.There is no single test to diagnose TN. It can be hard to diagnose; since many other conditions can cause facial pain. Treatment options include medicines; surgery; and complementary techniques.NIH: National Institute of Neurological Disorders and Stroke
Tick Bites,https://medlineplus.gov/tickbites.html,If you spend time outdoors or have pets that go outdoors; you need to beware of ticks. Ticks are small bloodsucking parasites. Many species transmit diseases to animals and people. Some of the diseases you can get from a tick bite are Lyme disease; ehrlichiosis; Rocky Mountain spotted fever and tularemia.  Some ticks are so small that they can be difficult to see. Ticks may get on you if you walk through areas where they live; such as tall grass; leaf litter or shrubs.  Tick-borne diseases occur worldwide; including in your own backyard. To help protect yourself and your family; you should   Use a chemical repellent with DEET; permethrin or picaridin  Wear light-colored protective clothing   Tuck pant legs into socks   Avoid tick-infested areas   Check yourself; your children and your pets daily for ticks and carefully remove any ticks you find
Tick Bites,https://medlineplus.gov/tickbites.html,If you spend time outdoors or have pets that go outdoors; you need to beware of ticks. Ticks are small bloodsucking parasites. Many species transmit diseases to animals and people. Some of the diseases you can get from a tick bite are Lyme disease; ehrlichiosis; Rocky Mountain spotted fever and tularemia.  Some ticks are so small that they can be difficult to see. Ticks may get on you if you walk through areas where they live; such as tall grass; leaf litter or shrubs.  Tick-borne diseases occur worldwide; including in your own backyard. To help protect yourself and your family; you should   Use a chemical repellent with DEET; permethrin or picaridin  Wear light-colored protective clothing   Tuck pant legs into socks   Avoid tick-infested areas   Check yourself; your children and your pets daily for ticks and carefully remove any ticks you find
Tinea Infections,https://medlineplus.gov/tineainfections.html,Tinea is the name of a group of diseases caused by a fungus.  Types of tinea include ringworm; athlete's foot and jock itch. These infections are usually not serious; but they can be uncomfortable. You can get them by touching an infected person; from damp surfaces such as shower floors; or even from a pet.  Symptoms depend on the affected area of the body:  Ringworm is a red skin rash that forms a ring around normal-looking skin. A worm doesn't cause it.  Scalp ringworm causes itchy; red patches on your head. It can leave bald spots. It usually affects children.  Athlete's foot causes itching; burning and cracked skin between your toes. Jock itch causes an itchy; burning rash in your groin area.  Over-the-counter creams and powders will get rid of many tinea infections; particularly athlete's foot and jock itch. Other cases require prescription medicine.
Athlete's Foot,https://medlineplus.gov/athletesfoot.html,Athlete's foot is a common infection caused by a fungus.  It most often affects the space between the toes. Symptoms include itching; burning; and cracked; scaly skin between your toes.You can get athlete's foot from damp surfaces; such as showers; swimming pools; and locker room floors. To prevent itKeep your feet clean; dry; and coolWear clean socksDon't walk barefoot in public areasWear flip-flops in locker room showersKeep your toenails clean and clipped shortTreatments include over-the-counter antifungal creams for most cases and prescription medicines for more serious infections. These usually clear up the infection; but it can come back.Centers for Disease Control and Prevention
Tinnitus,https://medlineplus.gov/tinnitus.html,Tinnitus is often described as a ringing in the ears. It also can sound like roaring; clicking; hissing; or buzzing. It may be soft or loud; high pitched or low pitched. You might hear it in either one or both ears.Millions of Americans have tinnitus. People with severe tinnitus may have trouble hearing; working or even sleeping.Causes of tinnitus includeHearing loss in older peopleExposure to loud noisesEar and sinus infectionsHeart or blood vessel problemsMeniere's diseaseBrain tumorsHormonal changes in womenThyroid problemsCertain medicinesTreatment depends on the cause.  Treatments may include hearing aids; sound-masking devices; medicines; and ways to learn how to cope with the noise.NIH: National Institute on Deafness and Other Communication Disorders
Fatigue,https://medlineplus.gov/fatigue.html,Everyone feels tired now and then. Sometimes you may just want to stay in bed. But; after a good night's sleep; most people feel refreshed and ready to face a new day. If you continue to feel tired for weeks; it's time to see your doctor. He or she may be able to help you find out what's causing your fatigue and recommend ways to relieve it.Fatigue itself is not a disease. Medical problems; treatments; and personal habits can add to fatigue. These includeTaking certain medicines; such as antidepressants; antihistamines; and medicines for nausea and painHaving medical treatments; like chemotherapy and radiationRecovering from major surgeryAnxiety; stress; or depressionStaying up too lateDrinking too much alcohol or too many caffeinated drinksPregnancyOne disorder that causes extreme fatigue is chronic fatigue syndrome (CFS). This fatigue is not the kind of tired feeling that goes away after you rest. Instead; it lasts a long time and limits your ability to do ordinary daily activities.NIH: National Institute on Aging
Organ Donation,https://medlineplus.gov/organdonation.html,Organ donation takes healthy organs and tissues from one person for transplantation into another. Experts say that the organs from one donor can save or help as many as 50 people. Organs you can donate includeInternal organs: Kidneys; heart; liver; pancreas; intestines; lungs Skin Bone and bone marrow CorneaMost organ and tissue donations occur after the donor has died. But some organs and tissues can be donated while the donor is alive.People of all ages and background can be organ donors. If you are under age 18; your parent or guardian must give you permission to become a donor. If you are 18 or older you can show you want to be a donor by signing a donor card. You should also let your family know your wishes.Health Resources and Services Administration
Temporomandibular Joint Dysfunction,https://medlineplus.gov/temporomandibularjointdysfunction.html,The temporomandibular joint (TMJ) connects your jaw to the side of your head. When it works well; it enables you to talk; chew; and yawn. For people with TMJ dysfunction; problems with the joint and muscles around it may cause  Pain that travels through the face; jaw; or neckStiff jaw musclesLimited movement or locking of the jaw Painful clicking or popping in the jaw A change in the way the upper and lower teeth fit togetherJaw pain may go away with little or no treatment. Treatment may include simple things you can do yourself; such as eating soft foods or applying ice packs. It may also include pain medicines or devices to insert in your mouth. In rare cases; you might need surgery. NIH: National Institute of Dental and Craniofacial Research
Temporomandibular Joint Dysfunction,https://medlineplus.gov/temporomandibularjointdysfunction.html,The temporomandibular joint (TMJ) connects your jaw to the side of your head. When it works well; it enables you to talk; chew; and yawn. For people with TMJ dysfunction; problems with the joint and muscles around it may cause  Pain that travels through the face; jaw; or neckStiff jaw musclesLimited movement or locking of the jaw Painful clicking or popping in the jaw A change in the way the upper and lower teeth fit togetherJaw pain may go away with little or no treatment. Treatment may include simple things you can do yourself; such as eating soft foods or applying ice packs. It may also include pain medicines or devices to insert in your mouth. In rare cases; you might need surgery. NIH: National Institute of Dental and Craniofacial Research
Smoking,https://medlineplus.gov/smoking.html,There's no way around it. Smoking is bad for your health. Smoking harms nearly every organ of the body. Cigarette smoking causes 87 percent of lung cancer deaths. It is also responsible for many other cancers and health problems. These include lung disease; heart and blood vessel disease; stroke and cataracts. Women who smoke have a greater chance of certain pregnancy problems or having a baby die from sudden infant death syndrome (SIDS).  Your smoke is also bad for other people - they breathe in your smoke secondhand and can get many of the same problems as smokers do.E-cigarettes often look like cigarettes; but they work differently. They are battery-operated smoking devices. Not much is known about the health risks of using them.Quitting smoking can reduce your risk of health problems. The earlier you quit; the greater the benefit. NIH: National Cancer Institute
Smokeless Tobacco,https://medlineplus.gov/smokelesstobacco.html,Many people who chew tobacco or dip snuff think it's safer than smoking. But you don't have to smoke tobacco for it to be dangerous. Chewing or dipping carries risks like  Cancer of the mouth Decay of exposed tooth roots Pulling away of the gums from the teeth White patches or red sores in the mouth that can turn to cancer  Recent research shows the dangers of smokeless tobacco may go beyond the mouth. It might also play a role in other cancers; heart disease and stroke.  Smokeless tobacco contains more nicotine than cigarettes. Nicotine is a highly addictive drug that makes it hard to stop using tobacco once you start. Having a quit date and a quitting plan can help you stop successfully.  NIH: National Institute of Dental and Craniofacial Research
Toddler Development,https://medlineplus.gov/toddlerdevelopment.html,Mastering new skills such as how to walk; talk; and use the potty are developmental milestones.  It is exciting to watch your toddler learn new skills. The normal development of children aged 1-3 includes several areas:Gross motor - walking; running; climbingFine motor - feeding themselves; drawingSensory - seeing; hearing; tasting; touching; and smellingLanguage - saying single words; then sentencesSocial - playing with others; taking turns; doing fantasy playToddlers do not develop at the same rate. There is a wide range of what is considered "normal." Your child may be ahead in some areas and slightly behind in others. If you are worried about possible delays; talk to your child's health care provider.
Toddler Health,https://medlineplus.gov/toddlerhealth.html,Most young children get sick. It is hard for parents to know what is serious. You can learn what the common warning signs are. In the end; trust your intuition. If you are worried about your toddler; call your health care provider right away. Well-child visits are important to your toddler's health. Toddlers will get their recommended immunizations during these visits. Routine exams and screenings help you and your kids prevent and treat health problems as well as chart their growth and development.
Toddler Nutrition,https://medlineplus.gov/toddlernutrition.html,Food provides the energy and nutrients that young children need to be healthy. Toddlers are learning to feed themselves and to eat new foods.  They should eat a variety of foods from all of the food groups.Each day; toddlers need enough nutrients; including7 milligrams of iron700 milligrams of calcium600 IU of vitamin D
Toe Injuries and Disorders,https://medlineplus.gov/toeinjuriesanddisorders.html,Fourteen of the 26 bones in your feet are in your toes. The toes; particularly your big toe; help you move and keep your balance.  Playing sports; running; stubbing your toe; and dropping something on your foot can damage your toes. Wearing shoes that are too loose or too tight can also cause toe problems. Certain diseases; such as severe arthritis; can cause toe problems and pain. Gout often causes pain in the big toe.Common toe problems include Corns and bunionsIngrown toenailsSprains and dislocationsFracturesTreatments for toe injuries and disorders vary. They might include shoe inserts or special shoes; padding; taping; medicines; rest; and in severe cases; surgery.
Nail Diseases,https://medlineplus.gov/naildiseases.html,Your toenails and fingernails protect the tissues of your toes and fingers. They are made up of layers of a hardened protein called keratin; which is also in your hair and skin. The health of your nails can be a clue to your overall health. Healthy nails are usually smooth and consistent in color. Specific types of nail discoloration and changes in growth rate can be signs of lung; heart; kidney; and liver diseases; as well as diabetes and anemia. White spots and vertical ridges are harmless.Nail problems that sometimes require treatment includeBacterial and fungal infectionsIngrown nailsTumorsWartsKeeping your nails clean; dry; and trimmed can help you avoid some problems. Do not remove the cuticle; which can cause infection.
